Participant;Trial;Delay;Info;Candidate;Uni;Sub 1;Sub 2;Sub 3;Final Year;Clubs;AI recommendation;CorrectDecision;Feedback to AI
12;40;long;Transparent;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
12;41;long;Transparent;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
12;42;long;Transparent;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
12;43;long;Transparent;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
12;44;long;Transparent;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
12;45;long;Transparent;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
13;1;long;Simple;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
13;2;long;Simple;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
13;3;long;Simple;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
13;4;long;Simple;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
13;5;long;Simple;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
13;6;long;Simple;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
13;7;long;Simple;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
13;8;long;Simple;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
13;9;long;Simple;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
13;10;long;Simple;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
13;11;long;Simple;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
13;12;long;Simple;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
13;13;long;Simple;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
13;14;long;Simple;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
13;15;long;Simple;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
13;16;long;Transparent;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
13;17;long;Transparent;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
13;18;long;Transparent;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
13;19;long;Transparent;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
13;20;long;Transparent;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
13;21;long;Transparent;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
13;22;long;Transparent;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
13;23;long;Transparent;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
13;24;long;Transparent;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
13;25;long;Transparent;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
13;26;long;Transparent;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
13;27;long;Transparent;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
13;28;long;Transparent;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
13;29;long;Transparent;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
13;30;long;Transparent;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
13;31;long;Entertaining;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
13;32;long;Entertaining;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
13;33;long;Entertaining;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
13;34;long;Entertaining;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
13;35;long;Entertaining;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
13;36;long;Entertaining;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
13;37;long;Entertaining;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
13;38;long;Entertaining;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
13;39;long;Entertaining;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
13;40;long;Entertaining;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
13;41;long;Entertaining;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
13;42;long;Entertaining;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
13;43;long;Entertaining;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
13;44;long;Entertaining;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
13;45;long;Entertaining;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
14;1;long;Transparent;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
14;2;long;Transparent;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
14;3;long;Transparent;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
14;4;long;Transparent;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
14;5;long;Transparent;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
14;6;long;Transparent;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
14;7;long;Transparent;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
14;8;long;Transparent;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
14;9;long;Transparent;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
14;10;long;Transparent;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
14;11;long;Transparent;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
14;12;long;Transparent;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
14;13;long;Transparent;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
14;14;long;Transparent;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
14;15;long;Transparent;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
14;16;long;Entertaining;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
14;17;long;Entertaining;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
14;18;long;Entertaining;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
14;19;long;Entertaining;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
14;20;long;Entertaining;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
14;21;long;Entertaining;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
14;22;long;Entertaining;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
14;23;long;Entertaining;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
14;24;long;Entertaining;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
14;25;long;Entertaining;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
14;26;long;Entertaining;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
14;27;long;Entertaining;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
14;28;long;Entertaining;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
14;29;long;Entertaining;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
14;30;long;Entertaining;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
14;31;long;Simple;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
14;32;long;Simple;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
14;33;long;Simple;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
14;34;long;Simple;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
14;35;long;Simple;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
14;36;long;Simple;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
14;37;long;Simple;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
14;38;long;Simple;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
14;39;long;Simple;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
14;40;long;Simple;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
14;41;long;Simple;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
14;42;long;Simple;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
14;43;long;Simple;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
14;44;long;Simple;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
14;45;long;Simple;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
15;1;long;Entertaining;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
15;2;long;Entertaining;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
15;3;long;Entertaining;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
15;4;long;Entertaining;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
15;5;long;Entertaining;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
15;6;long;Entertaining;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
15;7;long;Entertaining;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
15;8;long;Entertaining;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
15;9;long;Entertaining;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
15;10;long;Entertaining;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
15;11;long;Entertaining;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
15;12;long;Entertaining;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
15;13;long;Entertaining;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
15;14;long;Entertaining;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
15;15;long;Entertaining;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
15;16;long;Simple;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
15;17;long;Simple;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
15;18;long;Simple;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
15;19;long;Simple;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
15;20;long;Simple;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
15;21;long;Simple;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
15;22;long;Simple;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
15;23;long;Simple;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
15;24;long;Simple;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
15;25;long;Simple;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
15;26;long;Simple;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
15;27;long;Simple;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
15;28;long;Simple;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
15;29;long;Simple;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
15;30;long;Simple;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
15;31;long;Transparent;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
15;32;long;Transparent;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
15;33;long;Transparent;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
15;34;long;Transparent;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
15;35;long;Transparent;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
15;36;long;Transparent;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
15;37;long;Transparent;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
15;38;long;Transparent;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
15;39;long;Transparent;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
15;40;long;Transparent;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
15;41;long;Transparent;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
15;42;long;Transparent;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
15;43;long;Transparent;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
15;44;long;Transparent;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
15;45;long;Transparent;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
16;1;long;Simple;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
16;2;long;Simple;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
16;3;long;Simple;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
16;4;long;Simple;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
16;5;long;Simple;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
16;6;long;Simple;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
16;7;long;Simple;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
16;8;long;Simple;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
16;9;long;Simple;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
16;10;long;Simple;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
16;11;long;Simple;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
16;12;long;Simple;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
16;13;long;Simple;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
16;14;long;Simple;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
16;15;long;Simple;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
16;16;long;Transparent;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
16;17;long;Transparent;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
16;18;long;Transparent;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
16;19;long;Transparent;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
16;20;long;Transparent;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
16;21;long;Transparent;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
16;22;long;Transparent;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
16;23;long;Transparent;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
16;24;long;Transparent;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
16;25;long;Transparent;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
16;26;long;Transparent;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
16;27;long;Transparent;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
16;28;long;Transparent;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
16;29;long;Transparent;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
16;30;long;Transparent;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
16;31;long;Entertaining;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
16;32;long;Entertaining;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
16;33;long;Entertaining;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
16;34;long;Entertaining;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
16;35;long;Entertaining;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
16;36;long;Entertaining;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
16;37;long;Entertaining;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
16;38;long;Entertaining;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
16;39;long;Entertaining;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
16;40;long;Entertaining;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
16;41;long;Entertaining;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
16;42;long;Entertaining;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
16;43;long;Entertaining;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
16;44;long;Entertaining;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
16;45;long;Entertaining;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
17;1;long;Transparent;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
17;2;long;Transparent;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
17;3;long;Transparent;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
17;4;long;Transparent;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
17;5;long;Transparent;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
17;6;long;Transparent;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
17;7;long;Transparent;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
17;8;long;Transparent;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
17;9;long;Transparent;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
17;10;long;Transparent;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
17;11;long;Transparent;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
17;12;long;Transparent;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
17;13;long;Transparent;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
17;14;long;Transparent;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
17;15;long;Transparent;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
17;16;long;Entertaining;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
17;17;long;Entertaining;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
17;18;long;Entertaining;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
17;19;long;Entertaining;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
17;20;long;Entertaining;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
17;21;long;Entertaining;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
17;22;long;Entertaining;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
17;23;long;Entertaining;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
17;24;long;Entertaining;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
17;25;long;Entertaining;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
17;26;long;Entertaining;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
17;27;long;Entertaining;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
17;28;long;Entertaining;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
17;29;long;Entertaining;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
17;30;long;Entertaining;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
17;31;long;Simple;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
17;32;long;Simple;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
17;33;long;Simple;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
17;34;long;Simple;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
17;35;long;Simple;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
17;36;long;Simple;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
17;37;long;Simple;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
17;38;long;Simple;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
17;39;long;Simple;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
17;40;long;Simple;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
17;41;long;Simple;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
17;42;long;Simple;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
17;43;long;Simple;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
17;44;long;Simple;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
17;45;long;Simple;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
18;1;long;Entertaining;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
18;2;long;Entertaining;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
18;3;long;Entertaining;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
18;4;long;Entertaining;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
18;5;long;Entertaining;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
18;6;long;Entertaining;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
18;7;long;Entertaining;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
18;8;long;Entertaining;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
18;9;long;Entertaining;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
18;10;long;Entertaining;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
18;11;long;Entertaining;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
18;12;long;Entertaining;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
18;13;long;Entertaining;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
18;14;long;Entertaining;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
18;15;long;Entertaining;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
18;16;long;Simple;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
18;17;long;Simple;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
18;18;long;Simple;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
18;19;long;Simple;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
18;20;long;Simple;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
18;21;long;Simple;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
18;22;long;Simple;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
18;23;long;Simple;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
18;24;long;Simple;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
18;25;long;Simple;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
18;26;long;Simple;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
18;27;long;Simple;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
18;28;long;Simple;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
18;29;long;Simple;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
18;30;long;Simple;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
18;31;long;Transparent;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
18;32;long;Transparent;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
18;33;long;Transparent;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
18;34;long;Transparent;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
18;35;long;Transparent;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
18;36;long;Transparent;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
18;37;long;Transparent;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
18;38;long;Transparent;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
18;39;long;Transparent;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
18;40;long;Transparent;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
